timestamp	delay_ms	delay_smooth
1761666951484234	77.060	78.831
1761666951539118	77.877	78.835
1761666951594024	78.419	78.842
1761666951649088	79.046	78.844
1761666951703702	79.208	78.850
1761666951759189	80.334	78.855
1761666951816419	83.189	78.858
1761666951866308	78.554	78.858
1761666951924214	81.891	78.866
1761666951975029	78.175	78.868
1761666952031555	80.245	78.868
1761666952089644	83.799	78.874
1761666952140362	80.206	78.879
1761666952197605	82.951	78.885
1761666952248411	79.339	78.884
1761666952305347	81.899	78.891
1761666952355965	78.116	78.892
1761666952413688	81.383	78.896
1761666952464778	77.990	78.896
1761666952522209	80.869	78.897
1761666952579304	83.418	78.899
1761666952629981	79.672	78.899
1761666952687151	82.182	78.897
1761666952737843	78.105	78.896
1761666952795085	80.864	78.897
1761666952852145	82.958	78.900
1761666952902108	78.139	78.896
1761666952958468	79.645	78.893
1761666953015122	81.550	78.891
1761666953071607	82.860	78.891
1761666953122038	78.009	78.893
1761666953178707	79.350	78.895
1761666953234778	80.110	78.899
1761666953291392	81.592	78.895
1761666953347977	83.016	78.892
1761666953398111	77.833	78.889
1761666953455039	79.390	78.886
1761666953511540	80.636	78.884
1761666953568093	82.101	78.882
1761666953624167	82.826	78.885
1761666953674791	78.247	78.892
1761666953730947	79.325	78.896
1761666953787104	80.001	78.903
1761666953843977	81.844	78.904
1761666953894254	77.070	78.911
1761666953950301	78.891	78.912
1761666954006555	80.707	78.917
1761666954056995	77.186	78.918
1761666954113417	79.251	78.922
1761666954169539	80.817	78.929
1761666954219406	76.309	78.933
1761666954276106	78.891	78.939
1761666954332800	81.103	78.942
1761666954388500	82.634	78.948
1761666954438594	78.330	78.950
1761666954495618	80.968	78.957
1761666954551585	82.772	78.958
1761666954602105	79.326	78.960
1761666954658407	81.013	78.963
1761666954714870	83.022	78.965
1761666954764728	78.471	78.967
1761666954821091	80.582	78.970
1761666954875945	80.794	78.973
1761666954934576	84.054	78.969
1761666954985153	78.786	78.965
1761666955041943	80.332	78.961
1761666955098734	82.105	78.958
1761666955149750	78.320	78.954
1761666955206502	80.175	78.949
1761666955263396	81.737	78.944
1761666955320476	83.694	78.938
1761666955370589	78.674	78.934
1761666955428086	81.345	78.931
1761666955484722	82.882	78.928
1761666955541700	84.218	78.924
1761666955592453	79.793	78.922
1761666955649189	81.319	78.929
1761666955705737	82.640	78.933
1761666955756274	77.671	78.935
1761666955813738	80.107	78.936
1761666955871509	82.664	78.943
1761666955927455	83.958	78.947
1761666955976988	78.398	78.957
1761666956032784	79.680	78.962
1761666956088338	80.117	78.965
1761666956144040	80.680	78.973
1761666956199984	81.638	78.977
1761666956255591	82.347	78.985
1761666956304873	76.985	79.062
1761666956360316	77.857	79.077
1761666956416090	78.484	79.083
1761666956471193	78.408	79.087
1761666956527240	79.325	79.093
1761666956582700	79.877	79.098
1761666956638451	80.818	79.101
1761666956694242	81.649	79.107
1761666956749637	82.158	79.110
1761666956799050	75.893	79.110
1761666956860987	82.701	79.103
1761666956910456	77.295	79.098
1761666956965926	77.415	79.087
1761666957022740	79.007	79.079
1761666957078488	80.045	79.070
1761666957135281	82.518	79.066
1761666957185147	78.483	79.057
1761666957240819	79.920	79.045
1761666957297401	81.080	79.036
1761666957353717	82.557	79.031
1761666957403365	77.536	79.023
1761666957459859	78.579	79.020
1761666957516533	79.646	79.011
1761666957566554	78.193	79.002
1761666957623153	80.161	78.994
1761666957678842	81.532	78.988
1761666957729224	77.867	78.982
1761666957785572	78.492	78.978
1761666957841760	79.936	78.988
1761666957900985	84.178	78.997
1761666957953692	82.047	79.006
1761666958004443	77.568	79.013
1761666958061137	78.775	79.019
1761666958117459	80.119	79.024
1761666958174708	82.096	79.035
1761666958231418	83.682	79.044
1761666958281676	78.654	79.052
1761666958337961	79.475	79.059
1761666958395211	81.977	79.064
1761666958451923	83.437	79.068
1761666958502488	78.753	79.078
1761666958559270	80.402	79.086
1761666958616014	81.820	79.094
1761666958672222	82.916	79.099
1761666958722744	77.895	79.103
1761666958779982	79.696	79.113
1761666958836574	81.002	79.114
1761666958893279	82.824	79.112
1761666958943846	78.260	79.107
1761666959000993	80.243	79.106
1761666959056733	80.618	79.103
1761666959113404	81.507	79.097
1761666959163541	77.273	79.095
1761666959219480	79.148	79.090
1761666959276129	81.254	79.089
1761666959326803	77.738	79.086
1761666959382834	79.562	79.081
1761666959438572	81.119	79.079
1761666959488705	76.793	79.075
1761666959548024	82.126	79.069
1761666959600717	80.439	79.067
1761666959652216	77.486	79.063
1761666959708360	79.115	79.056
1761666959765349	81.470	79.053
1761666959820810	82.592	79.049
1761666959869684	77.268	79.053
1761666959927500	80.667	79.055
1761666959977906	76.701	79.061
1761666960034051	78.560	79.064
1761666960090102	80.276	79.065
1761666960148312	83.006	79.069
1761666960198890	78.278	79.069
1761666960256266	80.880	79.074
1761666960314121	83.357	79.074
1761666960365948	79.591	79.078
1761666960422351	80.590	79.080
1761666960480249	83.727	79.084
1761666960531369	79.621	79.085
1761666960588966	82.048	79.089
1761666960640090	78.581	79.088
1761666960698177	81.449	79.092
1761666960753302	81.841	79.093
1761666960806302	80.331	79.097
1761666960862577	81.811	79.106
1761666960913282	77.287	79.110
1761666960971363	80.112	79.111
1761666961028137	81.484	79.112
1761666961079265	77.462	79.115
1761666961138597	81.610	79.120
1761666961195694	83.102	79.119
1761666961244492	76.715	79.118
1761666961301091	78.195	79.119
1761666961358391	80.229	79.120
1761666961416464	83.388	79.123
1761666961465273	77.185	79.121
1761666961524230	81.043	79.120
1761666961581175	83.069	79.120
1761666961631353	77.869	79.122
1761666961688093	79.331	79.124
1761666961745512	81.605	79.127
1761666961802469	83.405	79.132
1761666961852647	78.621	79.130
1761666961909885	81.056	79.129
1761666961966800	82.503	79.127
1761666962022538	83.289	79.126
1761666962072658	78.284	79.126
1761666962131736	82.419	79.125
1761666962179766	75.788	79.125
1761666962236027	77.559	79.125
1761666962292434	78.914	79.126
1761666962350712	82.063	79.127
1761666962406980	83.626	79.128
1761666962457530	79.314	79.130
1761666962513377	80.267	79.132
1761666962570131	81.782	79.134
1761666962626117	82.679	79.137
1761666962682495	84.173	79.133
1761666962732995	79.093	79.130
1761666962789018	79.945	79.128
1761666962845632	82.090	79.126
1761666962901543	82.514	79.125
1761666962950276	76.355	79.123
1761666963007900	78.893	79.123
1761666963064436	79.946	79.127
1761666963120941	81.183	79.125
1761666963176783	82.119	79.126
1761666963233151	83.526	79.129
1761666963282540	77.502	79.128
1761666963339418	79.020	79.130
1761666963394614	78.816	79.134
1761666963450932	80.069	79.139
1761666963506806	80.989	79.140
1761666963562835	82.178	79.142
1761666963612583	76.761	79.147
1761666963668644	77.572	79.148
1761666963724902	78.710	79.151
1761666963781339	79.624	79.156
1761666963836895	79.928	79.157
1761666963893126	80.964	79.160
1761666963949014	82.087	79.166
1761666963999014	77.209	79.165
1761666964054843	78.015	79.167
1761666964111143	78.978	79.170
1761666964167333	80.181	79.168
1761666964223824	81.823	79.170
1761666964279624	82.955	79.166
1761666964328740	77.276	79.164
1761666964387214	80.998	79.160
1761666964442446	81.602	79.158
1761666964493115	78.046	79.156
1761666964551166	81.565	79.154
1761666964603519	79.760	79.187
1761666964658016	79.823	78.980
1761666964717401	84.432	78.768
1761666964767010	79.662	78.572
1761666964824160	82.368	78.360
1761666964877308	81.158	78.155
1761666964930144	79.523	77.951
1761666964988207	82.939	77.747
1761666965038891	79.198	77.549
1761666965095807	81.559	77.359
1761666965147050	78.445	77.176
1761666965203854	80.795	76.992
1761666965260774	83.327	76.815
1761666965311496	79.404	76.644
1761666965367601	80.299	76.476
1761666965423502	81.143	76.288
1761666965479746	82.252	76.099
1761666965529397	76.509	75.918
1761666965585362	76.983	75.737
1761666965640992	77.208	75.588
1761666965696343	77.443	75.485
1761666965753562	79.402	75.438
1761666965809843	80.717	75.447
1761666965866372	82.168	75.504
1761666965920581	80.936	75.556
1761666965971471	76.707	75.612
1761666966026387	76.367	75.670
1761666966083842	78.608	75.722
1761666966139698	79.325	75.774
1761666966195701	79.961	75.826
1761666966251946	81.172	75.879
1761666966307922	82.156	75.932
1761666966357788	76.953	75.988
1761666966414987	79.531	76.038
1761666966472449	81.839	76.091
1761666966529955	83.892	76.146
1761666966580663	79.332	76.200
1761666966638089	82.142	76.256
1761666966689170	78.093	76.306
1761666966746424	79.768	76.296
1761666966803984	82.321	76.335
1761666966854857	77.674	76.358
1761666966912401	79.438	76.330
1761666966969825	81.460	76.339
1761666967027389	84.000	76.294
1761666967078562	79.398	76.301
1761666967135845	81.975	76.252
1761666967193096	84.319	76.262
1761666967244343	79.890	76.299
1761666967301473	82.292	76.287
1761666967359042	84.720	76.328
1761666967409691	79.664	76.313
1761666967466229	81.069	76.352
1761666967522542	83.022	76.404
1761666967572006	78.250	76.459
1761666967628302	80.224	76.511
1761666967684564	82.114	76.566
1761666967734531	77.748	76.623
1761666967790493	79.247	76.676
1761666967846543	80.767	76.731
1761666967896463	76.236	76.790
1761666967952608	78.085	76.843
1761666968008716	80.175	76.892
1761666968064799	81.822	76.949
1761666968114780	77.622	77.002
1761666968171091	79.750	77.055
1761666968226862	81.122	77.100
1761666968276843	76.753	77.093
1761666968333091	78.984	77.133
1761666968389070	80.718	77.120
1761666968445374	82.658	77.157
1761666968496156	78.473	77.195
1761666968553030	79.939	77.231
1761666968610319	82.493	77.277
1761666968660964	78.088	77.327
1761666968718006	79.928	77.375
1761666968775278	82.438	77.428
1761666968826048	77.964	77.480
1761666968883395	79.709	77.533
1761666968940249	80.744	77.586
1761666968997614	82.868	77.637
1761666969048257	78.064	77.687
1761666969105247	79.691	77.738
1761666969162384	81.868	77.788
1761666969219779	84.448	77.913
1761666969270513	79.744	78.051
1761666969327484	81.349	78.190
1761666969384842	84.026	78.330
1761666969437331	81.193	78.459
1761666969490864	80.059	78.592
1761666969548882	82.801	78.727
1761666969598930	78.444	78.857
1761666969654695	79.681	78.990
1761666969713818	83.802	79.126
1761666969765381	80.564	79.264
1761666969815640	75.963	79.400
1761666969873386	78.647	79.531
1761666969929439	79.218	79.660
1761666969985335	80.273	79.791
1761666970041572	81.835	79.925
1761666970091307	77.028	80.058
1761666970147575	77.868	80.188
1761666970203780	80.161	80.276
1761666970259794	80.709	80.320
1761666970315829	81.832	80.332
1761666970371908	82.650	80.341
1761666970421937	77.373	80.351
1761666970478052	78.209	80.361
1761666970534214	79.063	80.374
1761666970590982	80.388	80.385
1761666970648157	83.025	80.396
1761666970698500	77.322	80.409
1761666970755385	78.886	80.419
1761666970811875	80.250	80.427
1761666970868790	81.977	80.440
1761666970925665	83.333	80.450
1761666970976059	78.639	80.447
1761666971032891	80.564	80.447
1761666971089717	82.387	80.445
1761666971139879	77.762	80.446
1761666971196664	79.805	80.447
1761666971253709	82.366	80.446
1761666971310351	83.649	80.471
1761666971360891	79.006	80.510
1761666971417482	80.409	80.551
1761666971474535	82.436	80.594
1761666971524983	78.419	80.638
1761666971581892	80.122	80.677
1761666971638071	80.769	80.718
1761666971694293	81.802	80.760
1761666971750665	83.040	80.804
1761666971800819	77.813	80.847
1761666971857102	78.890	80.885
1761666971913248	80.229	80.925
1761666971969636	81.496	80.967
1761666972025958	82.666	81.001
1761666972075938	77.211	81.025
1761666972132049	78.480	81.043
1761666972188482	80.139	81.061
1761666972244909	81.839	81.081
1761666972294727	76.689	81.102
1761666972351312	77.951	81.147
1761666972407527	79.014	81.194
1761666972463904	80.807	81.250
1761666972519875	81.329	81.299
1761666972576421	82.752	81.350
1761666972632707	83.482	81.395
1761666972683068	78.539	81.451
1761666972739363	79.395	81.500
1761666972795822	81.046	81.553
1761666972852044	82.127	81.599
1761666972908495	83.208	81.653
1761666972958823	78.462	81.702
1761666973014994	79.761	81.755
1761666973071425	81.529	81.808
1761666973127859	82.484	81.847
1761666973177839	77.195	81.884
1761666973234536	78.565	81.920
1761666973290987	79.546	81.955
1761666973347644	81.043	81.975
1761666973403651	82.185	81.976
1761666973453784	77.211	81.963
1761666973510147	78.317	81.957
1761666973566600	80.240	81.943
1761666973623319	81.846	81.935
1761666973679511	83.227	81.927
1761666973729721	78.456	81.917
1761666973785947	79.876	81.910
1761666973841886	80.846	81.896
1761666973896779	80.908	81.890
1761666973946645	75.563	81.881
1761666974004645	78.800	81.871
1761666974060878	79.635	81.862
1761666974117110	81.168	81.859
1761666974173535	82.832	81.859
1761666974223272	77.116	81.851
1761666974279737	78.401	81.849
1761666974335704	78.751	81.845
1761666974391525	79.520	81.852
1761666974448472	80.907	81.922
1761666974504694	82.210	81.994
1761666974560769	82.921	82.078
1761666974611031	78.078	82.161
1761666974665752	77.472	82.246
1761666974722005	78.128	82.323
1761666974780172	81.029	82.399
1761666974836849	82.437	82.475
1761666974887252	77.410	82.553
1761666974944242	79.205	82.630
1761666975001126	80.605	82.714
1761666975057961	82.373	82.796
1761666975108546	77.577	82.877
1761666975165149	78.715	82.955
1761666975222061	80.878	83.029
1761666975278974	82.545	83.101
1761666975329359	77.649	83.176
1761666975386437	79.582	83.245
1761666975442853	80.834	83.280
1761666975499997	83.164	83.268
1761666975550339	78.332	83.236
1761666975607141	80.106	83.204
1761666975663922	82.024	83.166
1761666975714748	77.911	83.134
1761666975771511	79.354	83.097
1761666975828775	81.319	83.064
1761666975885866	83.170	83.031
1761666975936565	78.987	83.000
1761666975993585	80.704	82.966
1761666976050467	81.997	82.929
1761666976107534	83.733	82.899
1761666976158368	79.085	82.865
1761666976215368	80.719	82.837
1761666976272402	82.718	82.807
1761666976323033	78.383	82.777
1761666976380327	80.820	82.748
1761666976437230	82.824	82.720
1761666976488002	78.417	82.707
1761666976545055	80.453	82.725
1761666976602002	82.511	82.742
1761666976653025	78.378	82.757
1761666976710104	80.058	82.771
1761666976766929	82.065	82.791
1761666976817516	77.392	82.809
1761666976873953	79.212	82.827
1761666976929928	80.094	82.843
1761666976985908	80.764	82.859
1761666977042380	82.386	82.876
1761666977091872	76.864	82.892
1761666977148181	78.223	82.907
1761666977204164	79.417	82.921
1761666977260297	80.863	82.938
1761666977316327	82.008	82.956
1761666977372426	83.034	82.974
1761666977421818	77.907	82.990
1761666977478350	79.034	83.008
1761666977534503	80.713	83.019
1761666977590449	81.647	83.035
1761666977640383	76.286	83.062
1761666977696322	77.611	83.080
1761666977754628	80.385	83.105
1761666977807136	77.711	83.122
1761666977863424	79.034	83.148
1761666977921235	81.894	83.173
1761666977971235	77.141	83.190
1761666978029908	80.693	83.213
1761666978086815	82.623	83.235
1761666978136754	77.183	83.258
1761666978193216	78.210	83.279
1761666978250998	80.998	83.302
1761666978302952	77.795	83.326
1761666978359692	78.890	83.354
1761666978417241	81.156	83.378
1761666978474388	83.003	83.405
1761666978525349	78.803	83.432
1761666978582376	80.678	83.446
1761666978639403	82.802	83.463
1761666978690100	78.526	83.476
1761666978747388	80.021	83.485
1761666978804703	81.854	83.498
1761666978855214	78.080	83.507
1761666978912376	79.936	83.525
1761666978969667	81.784	83.540
1761666979027610	84.735	83.558
1761666979078406	79.918	83.572
1761666979137223	83.963	83.583
1761666979189571	82.009	83.598
1761666979243901	81.710	83.609
1761666979295514	78.967	83.624
1761666979355872	84.291	83.632
1761666979406497	80.418	83.643
1761666979459907	79.352	83.653
1761666979518705	83.755	83.663
1761666979571300	82.019	83.692
1761666979627609	83.824	83.720
1761666979676477	78.288	83.757
1761666979736753	84.180	83.789
1761666979786175	79.361	83.830
1761666979843514	82.392	83.862
1761666979895329	78.555	83.900
1761666979952419	79.602	83.938
1761666980008469	80.663	83.971
1761666980061789	79.354	84.004
1761666980111332	77.139	84.037
1761666980166672	77.917	84.076
1761666980223160	80.063	84.107
1761666980278598	81.172	84.143
1761666980327750	75.752	84.179
1761666980382877	76.565	84.217
1761666980438236	77.390	84.252
1761666980493538	78.586	84.288
1761666980549296	80.078	84.311
1761666980604503	80.941	84.307
1761666980659764	81.976	84.309
1761666980709153	75.949	84.310
1761666980764524	76.420	84.311
1761666980819681	76.392	84.306
1761666980874960	76.778	84.299
1761666980929956	76.731	84.298
1761666980985704	77.581	84.297
1761666981044001	81.286	84.294
1761666981102375	84.759	84.292
1761666981154377	81.451	84.289
1761666981212577	84.609	84.291
1761666981263998	80.359	84.292
1761666981322637	84.031	84.287
1761666981374294	80.003	84.281
1761666981432615	83.009	84.279
1761666981484357	79.263	84.276
1761666981542577	82.172	84.277
1761666981600910	84.745	84.281
1761666981654462	82.574	84.342
1761666981710498	83.818	84.409
1761666981762785	80.933	84.476
1761666981820428	83.683	84.547
1761666981873216	81.235	84.613
1761666981931068	83.942	84.673
1761666981982593	80.208	84.744
1761666982037770	80.418	84.809
1761666982093070	81.148	84.879
1761666982147725	80.773	84.946
1761666982202853	80.954	85.008
1761666982258011	81.348	85.075
1761666982312705	81.127	85.143
1761666982361754	75.803	85.216
1761666982416869	76.045	85.284
1761666982471633	75.763	85.343
1761666982526699	75.880	85.416
1761666982581637	75.785	85.472
1761666982635847	75.138	85.487
1761666982689947	74.182	85.468
1761666982744816	74.228	85.442
1761666982801689	76.074	85.413
1761666982856463	75.947	85.381
1761666982911688	76.165	85.356
1761666982966784	76.047	85.328
1761666983022950	77.123	85.297
1761666983085999	84.709	85.268
1761666983138534	82.462	85.242
1761666983191259	80.839	85.213
1761666983244583	79.518	85.181
1761666983304750	85.159	85.157
1761666983356213	81.908	85.129
1761666983417489	87.088	85.102
1761666983469393	83.563	85.072
1761666983522860	81.342	85.046
1761666983582412	85.598	85.019
1761666983634436	82.391	84.991
1761666983692894	85.860	84.982
1761666983696448	144.403	85.016
1761666983699053	92.019	85.053
1761666983746610	84.148	85.100
1761666983799985	82.516	85.140
1761666983857293	84.556	85.186
1761666983912067	83.447	85.226
1761666983965180	81.423	85.270
1761666984022969	83.836	85.309
1761666984076702	82.088	85.351
1761666984128738	78.930	85.388
1761666984178233	73.330	85.430
1761666984233842	74.458	85.472
1761666984283896	70.114	85.511
1761666984340246	71.925	85.551
1761666984394094	71.145	85.596
1761666984453083	75.612	85.634
1761666984503080	70.867	85.675
1761666984556418	69.330	85.694
1761666984612661	70.795	85.692
1761666984671365	74.951	85.682
1761666984723745	72.423	85.670
1761666984781907	76.077	85.656
1761666984832118	71.403	85.651
1761666984886777	71.246	85.645
1761666984942106	71.725	85.637
1761666984998334	73.183	85.630
1761666985054488	74.363	85.620
1761666985110357	75.599	85.607
1761666985177830	87.539	85.597
1761666985231904	87.232	85.592
1761666985286304	86.396	85.583
1761666985340213	85.426	85.567
1761666985394308	84.403	85.555
1761666985448547	83.230	85.543
1761666985509259	88.337	85.536
1761666985563036	87.006	85.526
1761666985617350	86.401	85.521
1761666985671685	85.188	85.591
1761666985725677	83.543	85.668
1761666985779882	82.502	85.744
1761666985840531	88.154	85.819
1761666985893978	86.270	85.895
1761666985948824	85.772	85.974
1761666986003051	84.021	86.052
1761666986056908	82.917	86.131
1761666986117779	88.147	86.208
1761666986164579	79.672	86.294
1761666986217339	77.364	86.378
1761666986269757	74.721	86.459
1761666986328273	78.309	86.537
1761666986380615	75.745	86.621
1761666986433359	73.748	86.703
1761666986491853	77.393	86.784
1761666986544194	74.830	86.863
1761666986602837	78.502	86.945
1761666986655694	76.109	86.988
1761666986708296	74.142	86.985
1761666986766683	77.685	86.953
1761666986819480	75.575	86.920
1761666986871779	73.506	86.887
1761666986930252	77.148	86.859
1761666986982760	75.019	86.823
1761666987035415	72.925	86.790
1761666987093902	76.443	86.760
1761666987147953	75.365	86.728
1761666987210490	82.943	86.696
1761666987263045	80.880	86.661
1761666987321201	84.361	86.630
1761666987372922	81.843	86.596
1761666987425120	79.685	86.568
1761666987483367	83.285	86.536
1761666987534926	79.235	86.503
1761666987593400	82.841	86.469
1761666987645217	79.748	86.437
1761666987703302	82.849	86.430
1761666987755299	80.231	86.437
1761666987813351	83.509	86.444
1761666987865418	79.706	86.454
1761666987923532	82.513	86.465
1761666987974825	78.676	86.475
1761666988033530	82.409	86.486
