time_s	time_ms	time_ms_smooth
96.570	38.914	42.455
96.598	39.492	42.279
96.623	36.621	39.758
96.654	37.991	38.278
96.680	36.179	37.936
96.707	36.114	37.956
96.733	34.542	37.853
96.769	41.478	38.160
96.795	38.150	38.354
96.826	41.199	38.228
96.852	39.592	38.013
96.878	37.099	38.095
96.909	40.360	38.178
96.935	37.442	38.205
96.963	38.676	38.124
96.992	38.871	38.097
97.018	37.028	37.964
97.045	36.986	38.194
97.070	34.380	38.340
97.106	40.808	38.516
97.133	40.152	38.308
97.159	38.913	38.390
97.185	36.023	38.042
97.216	39.818	38.001
97.242	37.616	38.004
97.273	39.590	37.830
97.299	37.461	37.712
97.325	35.957	37.833
97.351	34.662	37.643
97.388	41.941	37.634
97.413	39.747	37.697
97.440	38.943	37.701
97.466	36.296	37.664
97.497	40.185	37.537
97.518	32.501	37.333
97.554	38.562	37.344
97.580	37.172	37.148
97.606	36.010	37.126
97.632	34.491	37.118
97.669	41.702	37.131
97.689	34.130	37.181
97.721	36.792	37.171
97.752	38.574	37.142
97.778	34.483	36.994
97.811	39.877	36.922
97.836	36.976	36.995
97.860	33.807	36.784
97.891	36.313	36.882
97.917	34.909	37.009
97.948	37.076	37.174
97.979	39.388	37.307
98.005	37.791	37.370
98.032	37.192	37.308
98.058	34.410	37.573
98.065	41.233	37.476
98.088	36.040	37.459
98.120	37.149	37.549
98.148	38.119	37.350
98.172	34.905	37.353
98.200	34.942	37.636
98.236	41.735	37.505
98.263	41.303	37.757
98.288	39.336	37.826
98.314	36.077	37.726
98.345	40.131	37.760
98.373	40.771	37.726
98.395	34.369	37.842
98.428	38.151	37.772
98.454	36.735	37.790
98.480	34.887	37.736
98.511	37.067	37.635
98.542	40.866	37.722
98.563	33.045	37.933
98.600	41.211	37.567
98.625	38.805	37.520
98.651	36.887	37.520
98.681	38.634	37.761
98.708	36.331	37.672
98.736	37.309	37.515
98.765	39.487	37.576
98.791	36.489	37.424
98.818	35.815	37.630
98.845	35.598	37.839
98.875	37.061	37.894
98.907	40.236	37.732
98.928	32.582	38.056
98.963	40.127	37.988
98.990	39.336	37.955
99.021	42.090	37.913
99.047	37.911	37.879
99.073	36.841	37.871
99.099	35.903	37.815
99.125	34.356	37.753
99.162	41.880	37.919
99.188	40.097	37.827
99.213	38.462	37.843
99.239	36.797	37.897
99.271	41.159	37.523
99.297	39.500	37.629
99.322	37.997	37.498
99.349	35.826	37.505
99.380	37.797	37.112
99.406	36.117	36.994
99.432	35.918	37.066
99.463	37.927	37.074
99.493	40.632	37.072
99.514	33.522	36.874
99.545	36.005	36.812
99.577	38.408	36.713
99.597	30.881	36.633
99.630	35.231	36.457
99.660	36.845	36.271
99.691	39.519	36.341
99.712	32.263	36.224
99.743	34.966	36.160
99.776	38.632	36.220
99.802	36.115	36.196
99.827	34.316	36.061
99.859	36.916	35.924
99.889	38.559	36.172
99.915	35.973	36.238
99.942	34.812	36.125
99.972	36.737	36.229
99.999	34.871	36.273
100.004	39.732	36.350
100.025	32.894	36.225
100.057	36.209	36.324
100.087	37.628	36.440
100.113	35.297	36.511
100.140	34.556	36.396
100.171	37.202	36.453
100.202	39.739	36.501
100.228	37.652	36.397
100.254	35.577	36.315
100.280	33.482	36.376
100.311	36.323	36.468
100.342	38.788	36.339
100.368	36.379	36.164
100.394	34.752	36.352
100.426	37.868	36.502
100.457	40.396	36.320
100.478	33.234	36.338
100.509	35.751	36.502
100.540	38.126	36.286
100.566	35.948	36.165
100.592	33.921	36.057
100.623	36.345	36.149
100.655	39.023	36.223
100.675	31.643	36.378
100.707	35.355	36.150
100.738	37.599	36.297
100.769	39.960	36.202
100.790	33.091	36.106
100.821	35.733	36.249
100.852	38.661	36.523
100.873	31.808	36.683
100.878	36.701	36.478
100.904	34.970	36.412
100.936	37.858	36.568
100.962	35.336	36.567
100.967	40.197	36.320
100.987	33.092	36.481
101.024	40.064	36.631
101.045	32.360	36.404
101.076	35.477	36.232
101.113	43.980	36.443
101.136	40.072	36.698
101.165	39.762	36.500
101.186	32.994	36.665
101.215	34.297	36.748
101.247	37.828	36.783
101.274	36.308	36.624
101.299	32.857	36.688
101.330	35.669	36.602
101.362	39.106	36.734
101.383	31.909	36.678
101.415	35.663	36.789
101.446	38.368	36.727
101.479	42.113	36.415
101.498	33.702	36.375
101.528	35.934	36.259
101.560	38.794	36.510
101.585	35.824	36.486
101.611	33.889	36.417
101.643	36.937	36.464
101.674	38.051	36.595
101.700	36.383	36.508
101.732	38.682	36.413
101.756	35.137	36.694
101.783	33.911	36.540
101.813	36.183	36.514
101.845	39.067	36.219
101.871	36.872	36.374
101.902	39.264	36.547
101.925	33.701	36.309
101.955	36.096	36.464
101.986	37.487	36.599
102.013	36.130	36.528
102.038	33.493	36.535
102.069	36.727	36.503
102.100	38.944	36.319
102.121	31.807	36.381
102.127	37.717	36.594
102.153	34.737	36.422
102.184	37.594	36.354
102.215	40.255	36.355
102.236	32.848	36.339
102.257	39.698	36.806
102.283	37.261	36.691
102.309	35.157	36.690
102.340	38.222	36.753
102.366	35.579	36.669
102.392	34.092	36.857
102.423	36.676	36.623
102.455	39.248	36.818
102.475	31.885	36.861
102.481	37.366	36.974
102.509	36.883	36.856
102.539	38.869	36.759
102.574	45.384	37.078
102.590	33.214	36.819
102.622	37.452	36.778
102.651	37.711	36.900
102.673	31.396	36.824
102.710	41.439	36.779
102.730	33.076	36.913
102.762	36.691	37.001
102.793	38.794	36.761
102.819	37.556	36.941
102.845	34.652	36.974
102.876	37.837	36.943
102.908	40.824	36.768
102.928	33.222	36.415
102.959	36.217	36.673
102.990	38.221	36.504
103.016	36.315	36.462
103.042	34.444	36.749
103.074	37.465	36.522
103.104	38.860	36.546
103.126	33.255	36.580
103.158	36.388	36.653
103.188	38.178	36.476
103.214	36.116	36.547
103.240	34.502	36.557
103.271	36.554	36.375
103.303	39.657	36.372
103.324	33.225	36.394
103.355	36.674	36.444
103.386	38.565	36.269
103.411	35.750	36.400
103.437	33.694	36.326
103.469	37.528	36.300
103.501	40.630	36.410
103.522	33.118	36.315
103.553	36.443	36.257
103.583	38.084	36.412
103.610	36.282	36.598
103.635	33.131	36.606
103.667	36.770	36.580
103.698	39.463	36.758
103.718	31.954	36.883
103.724	37.723	36.756
103.750	35.607	37.139
103.781	38.214	37.265
103.807	35.995	37.144
103.833	34.021	36.841
103.864	36.735	36.952
103.896	39.983	37.032
103.922	39.161	36.770
103.948	36.737	36.687
103.979	39.019	36.874
104.005	37.663	36.818
104.036	39.804	36.562
104.060	35.381	36.700
104.098	45.347	36.782
104.118	36.837	36.637
104.144	34.498	36.568
104.170	33.067	36.629
104.201	35.873	36.779
104.232	38.463	36.697
104.253	31.529	36.630
104.284	34.206	36.681
104.316	37.805	36.520
104.342	35.362	36.373
104.368	33.077	36.373
104.399	35.385	36.213
104.432	39.777	36.166
104.452	31.985	35.813
104.484	36.485	35.919
104.514	37.525	36.020
104.543	37.778	36.324
104.567	34.672	36.240
104.599	38.316	36.169
104.630	40.440	36.459
104.650	32.716	36.489
104.681	35.329	36.583
104.712	37.676	36.523
104.739	35.804	36.719
104.764	34.202	36.866
104.795	36.510	36.760
104.827	39.493	36.878
104.852	37.026	36.922
104.885	40.668	36.885
104.905	33.769	37.147
104.937	36.679	37.329
104.968	38.792	37.363
104.992	34.945	37.015
105.025	40.170	37.103
105.046	33.862	37.173
105.078	37.962	37.084
105.108	39.071	36.982
105.134	37.134	37.052
105.160	34.930	37.065
105.191	37.569	37.071
105.218	36.617	36.945
105.252	44.327	36.666
105.276	39.225	36.842
105.304	39.157	36.984
105.325	31.740	36.697
105.356	34.922	36.768
105.387	37.071	36.761
105.413	35.463	36.880
105.439	33.238	36.749
105.470	35.964	36.728
105.498	36.837	36.627
105.530	39.632	36.505
105.552	33.884	36.437
105.580	33.687	36.470
105.613	38.183	36.113
105.644	40.209	35.939
105.663	31.632	35.848
105.696	36.721	36.198
105.728	39.981	36.164
105.753	36.840	36.128
105.779	34.694	36.250
105.811	38.550	36.211
105.836	34.607	36.222
105.861	31.863	36.204
105.893	35.885	35.984
105.923	37.435	36.193
105.949	35.404	36.174
105.976	34.888	36.061
106.007	36.863	35.953
106.039	40.507	36.177
106.061	34.057	36.330
106.091	36.187	36.056
106.122	38.499	36.023
106.144	32.272	36.172
106.175	36.230	36.092
106.204	36.401	36.106
106.230	34.127	36.336
106.236	39.106	36.504
106.257	33.202	36.335
106.287	35.353	36.349
106.318	37.533	36.502
106.346	37.216	36.591
106.378	40.542	36.980
106.398	33.148	37.342
106.429	36.003	37.362
106.460	38.429	37.672
106.486	36.550	38.170
106.512	34.950	39.637
106.544	37.603	40.314
106.575	40.089	40.590
106.596	33.206	40.800
106.626	35.755	40.896
106.658	38.722	40.962
106.687	39.086	41.002
106.726	50.224	41.150
106.747	43.120	42.333
106.769	36.694	42.953
106.779	46.240	42.944
106.804	44.723	42.881
106.805	72.905	42.774
106.813	53.334	42.882
106.829	41.022	42.802
106.860	44.341	42.728
106.878	35.612	42.847
106.908	37.008	43.163
106.938	38.520	43.145
106.969	40.922	43.034
106.970	70.118	42.444
106.976	48.642	42.088
106.991	35.779	42.077
107.021	36.848	41.771
107.047	33.889	41.376
107.078	37.639	40.044
107.105	35.620	39.440
107.136	38.222	39.216
107.162	36.179	38.968
107.200	43.671	38.783
107.226	38.269	38.650
107.251	36.321	38.531
107.277	35.473	38.506
107.303	34.206	37.061
107.334	36.421	36.502
107.366	38.595	36.629
107.391	34.853	36.626
107.422	39.607	36.639
107.448	38.227	36.631
107.474	35.422	36.818
107.505	38.141	36.714
107.526	30.971	36.818
107.557	33.686	36.709
107.588	35.545	36.585
107.621	40.295	36.469
107.642	34.001	36.476
107.671	34.662	36.641
107.704	38.971	36.411
107.730	36.771	36.226
107.756	34.202	36.317
107.787	37.451	36.095
107.818	40.278	35.926
107.841	35.629	35.964
107.873	38.778	35.991
107.904	40.951	36.229
107.926	35.173	36.327
107.952	33.422	36.416
107.983	35.642	36.198
108.015	38.324	36.187
108.035	30.666	36.263
108.066	33.985	36.316
108.098	37.122	36.127
108.124	34.058	36.171
108.151	33.996	36.168
108.182	36.380	36.163
108.213	38.809	36.061
108.240	36.937	35.955
108.266	36.129	35.873
108.297	37.768	35.922
108.322	34.833	35.989
108.349	33.736	36.076
108.380	36.572	35.890
108.413	40.286	36.056
108.432	32.053	36.158
108.464	35.289	36.262
108.494	37.396	36.366
108.526	40.138	36.391
108.546	33.081	36.469
108.578	36.126	36.387
108.609	38.907	36.302
108.635	36.383	36.313
108.661	35.119	36.390
108.692	37.797	36.315
108.717	33.684	36.400
108.746	34.823	36.656
108.775	36.519	36.673
108.807	39.725	36.944
108.832	36.668	36.791
108.858	34.614	36.700
108.890	38.321	36.573
108.917	36.781	36.686
108.943	34.807	36.790
108.972	36.402	36.477
109.004	39.702	36.525
109.025	32.949	36.591
109.056	35.867	36.498
109.092	42.971	36.555
109.118	40.705	36.659
109.144	38.832	36.759
109.164	31.458	36.516
109.196	35.113	36.436
109.227	36.978	36.626
109.253	35.910	36.672
109.284	38.711	36.741
109.304	31.097	37.100
109.339	37.577	37.179
109.367	36.768	37.190
109.394	35.475	37.197
109.421	35.096	37.213
109.452	37.427	37.045
109.482	39.016	36.838
109.505	33.646	36.650
109.534	34.669	36.860
109.567	39.364	37.013
109.597	39.491	37.045
109.625	38.504	36.989
109.630	43.771	36.967
109.656	38.375	37.318
109.685	39.980	37.196
109.707	33.129	37.025
109.738	36.271	37.057
109.769	38.759	37.194
109.795	35.545	37.127
109.821	34.126	36.920
109.853	36.702	37.032
109.883	38.941	37.210
109.910	37.783	37.050
109.936	34.508	36.836
109.968	38.166	36.771
109.999	39.849	36.600
110.022	34.551	36.547
110.049	32.480	36.393
110.081	36.281	36.651
110.112	38.504	36.707
110.138	35.763	36.560
110.164	33.833	36.462
110.196	36.460	36.522
110.227	39.102	36.566
110.252	35.369	36.428
110.279	34.140	36.406
110.310	36.893	36.452
110.342	39.485	36.241
110.368	37.059	36.101
110.395	36.129	36.264
110.427	39.582	36.394
110.454	37.668	36.331
110.480	35.081	36.275
110.506	33.094	36.421
110.537	35.626	36.551
110.569	37.814	36.469
110.595	35.486	36.605
110.626	37.219	36.561
110.653	35.663	36.851
110.678	32.897	36.744
110.710	36.354	36.619
110.742	38.624	36.692
110.767	35.731	36.696
110.794	34.699	36.481
110.825	37.112	36.476
110.857	39.406	36.659
110.883	37.084	36.632
110.909	34.414	36.783
110.946	42.491	36.630
110.966	34.263	36.847
111.002	41.398	36.822
111.023	34.217	36.828
111.054	36.353	37.063
111.085	38.903	37.057
111.111	36.232	36.846
111.137	34.200	36.874
111.169	37.536	37.002
111.200	39.664	36.942
111.221	32.424	37.067
111.256	39.395	37.124
111.278	33.975	37.221
111.314	40.910	37.078
111.338	36.593	36.983
111.365	35.826	36.808
111.397	38.775	36.825
111.423	36.195	36.813
111.449	33.364	36.829
111.481	36.411	36.835
111.511	37.898	36.852
111.538	35.619	36.847
111.574	42.545	36.837
111.600	38.495	37.412
111.626	36.849	37.209
111.657	38.906	37.350
111.678	31.885	37.479
111.683	37.036	37.433
111.709	34.643	37.622
111.740	36.053	37.485
111.772	39.292	38.190
111.798	36.391	38.413
111.824	34.612	38.440
111.855	37.426	38.336
111.886	39.402	38.430
111.922	46.810	38.130
111.938	34.322	38.027
111.970	37.497	37.746
112.006	44.135	37.416
112.026	35.428	37.304
112.059	40.550	37.054
112.083	35.369	36.886
112.130	53.800	36.695
112.143	38.956	36.364
112.170	37.079	36.213
112.197	35.298	35.996
112.229	37.972	35.693
112.254	35.038	35.375
112.269	35.927	34.777
112.305	29.827	34.699
112.308	30.640	34.418
112.320	29.099	33.862
112.366	30.781	33.809
112.381	30.438	33.461
112.422	31.294	33.277
112.425	31.005	32.419
112.441	32.631	32.184
112.479	29.181	31.937
112.482	29.858	31.740
112.498	31.432	31.488
112.540	31.865	31.281
112.543	32.366	31.114
112.556	30.469	31.128
112.597	30.253	31.158
112.604	34.088	31.210
112.616	31.865	31.247
112.655	30.755	31.245
112.660	32.346	31.300
112.676	33.105	31.280
112.714	30.893	31.241
112.717	30.378	31.326
112.732	31.673	31.452
112.771	29.859	31.441
112.776	31.750	31.454
112.789	30.175	31.371
112.832	31.396	31.402
112.834	30.389	31.430
112.849	31.705	31.336
112.889	30.402	31.242
112.894	32.665	31.177
112.907	30.507	31.102
112.949	31.659	31.071
112.951	31.294	31.082
112.968	33.013	31.153
113.006	31.161	31.080
113.011	32.186	31.154
113.024	30.284	31.155
113.065	31.243	31.186
113.069	30.953	31.176
113.084	31.740	31.166
113.123	29.516	31.081
113.126	29.121	31.106
113.141	30.482	30.982
113.184	32.329	31.072
113.186	31.179	31.111
113.202	32.146	31.182
113.240	29.837	31.091
113.245	31.714	31.045
113.261	31.780	30.996
113.300	30.950	31.014
113.305	31.146	31.022
113.318	30.133	31.016
113.360	29.576	30.997
113.362	31.032	31.019
113.375	29.561	31.092
113.419	32.776	31.056
113.422	32.625	31.011
113.438	33.076	30.970
113.477	30.733	30.875
113.480	30.014	30.909
113.495	30.951	30.852
113.537	30.739	30.842
113.540	31.444	30.804
113.554	30.798	30.834
113.594	31.260	30.865
113.597	30.061	30.839
113.613	30.951	30.832
113.652	29.584	30.884
113.657	31.218	30.815
113.670	30.146	30.782
113.712	29.781	30.662
113.715	30.672	30.603
113.730	30.286	30.621
113.772	31.540	30.661
113.774	30.006	30.630
113.791	31.893	30.701
113.832	30.901	30.632
113.844	28.938	30.578
113.889	30.853	30.607
113.903	30.861	30.555
113.944	31.034	30.569
113.949	31.820	30.548
113.962	30.059	30.617
114.003	29.263	30.612
114.006	30.458	30.602
114.022	31.971	30.690
114.061	29.959	30.624
114.066	33.201	30.661
114.076	29.089	30.588
114.118	29.915	30.591
114.121	30.772	30.625
114.134	29.660	30.586
114.175	29.935	30.593
114.178	30.698	30.945
114.193	31.852	30.888
114.233	29.655	30.920
114.235	30.436	31.015
114.251	32.483	31.019
114.290	29.880	30.992
114.293	30.930	31.070
114.306	30.081	30.999
114.350	30.966	31.102
114.363	29.803	31.083
114.405	29.859	31.028
114.407	31.057	31.128
114.430	39.827	31.234
114.462	30.381	31.277
114.467	30.864	31.243
114.482	31.649	31.254
114.523	30.550	31.271
114.525	31.307	31.238
114.540	31.895	31.289
114.583	31.434	31.262
114.598	31.654	31.243
114.639	29.455	31.205
114.654	29.395	31.239
114.697	32.164	31.253
114.703	32.564	31.244
114.716	31.793	30.925
114.756	30.993	30.909
114.759	29.920	31.008
114.774	30.870	30.973
114.817	31.650	30.991
114.819	31.169	30.975
114.832	30.262	31.000
114.874	29.586	30.919
114.876	30.023	30.992
114.892	30.657	31.051
114.931	30.214	31.157
114.936	30.830	31.111
114.951	31.851	30.991
114.991	29.974	30.938
114.997	33.341	30.865
115.009	30.777	30.876
115.050	30.987	30.945
115.053	30.919	30.942
115.069	32.516	30.912
115.108	29.409	30.914
115.114	33.476	30.946
115.126	30.925	30.974
115.168	32.053	31.027
115.170	31.022	31.077
115.184	29.549	31.012
115.225	30.478	30.928
115.227	29.162	30.953
115.243	30.188	30.853
115.286	32.604	30.923
115.288	31.572	30.875
115.302	30.431	30.821
115.345	30.309	30.748
115.360	30.384	30.825
115.401	30.724	30.692
115.406	31.990	30.708
115.420	31.466	30.632
115.459	29.185	30.606
115.462	29.755	30.635
115.477	30.613	30.674
115.518	30.832	30.716
115.523	32.521	30.766
115.535	29.787	30.672
115.577	29.581	30.640
115.580	30.678	30.635
115.595	31.329	30.668
115.634	30.172	30.702
115.639	31.326	30.739
115.652	30.153	30.652
115.694	30.360	30.630
115.696	30.265	30.673
115.712	31.471	30.725
115.751	30.202	30.742
115.756	31.441	30.779
115.770	30.264	30.686
115.811	30.757	30.736
115.814	30.310	30.773
115.829	31.142	30.801
115.871	31.218	30.712
115.874	31.653	30.722
115.887	29.822	30.726
115.928	30.921	30.724
115.931	30.254	30.755
115.946	31.060	30.772
115.988	31.019	30.784
115.991	31.775	30.891
116.004	30.198	30.852
116.045	31.037	30.825
116.048	30.490	30.826
116.064	31.388	30.874
116.105	29.103	30.886
116.121	30.410	30.849
116.163	31.446	30.784
116.165	30.098	30.816
116.181	31.133	30.843
116.221	30.683	30.884
116.226	31.776	30.962
116.241	32.866	30.944
116.280	30.471	30.921
116.282	29.585	30.943
116.298	30.790	30.977
116.340	31.522	31.016
116.342	31.421	31.043
116.356	30.312	31.135
116.397	30.031	31.186
116.400	30.601	31.188
116.415	31.595	31.255
116.455	31.295	31.290
116.460	33.003	31.357
116.473	30.561	31.353
116.514	31.215	31.231
116.517	30.745	31.269
116.533	31.887	31.370
116.575	31.459	31.355
116.577	32.073	31.387
116.591	31.395	31.351
116.632	31.680	31.391
116.635	31.500	31.441
116.650	31.783	31.634
116.691	32.007	31.714
116.695	32.345	33.511
116.709	31.673	33.650
116.749	29.835	33.772
116.752	31.417	33.715
116.768	32.098	33.728
116.807	30.425	33.657
116.812	32.330	33.654
116.825	30.502	33.591
116.866	31.310	33.582
116.869	31.285	33.512
116.888	35.439	33.519
116.927	33.583	33.469
116.929	76.232	33.450
116.930	36.475	33.432
116.930	33.605	33.449
116.941	29.784	33.467
116.983	31.085	33.430
116.986	30.099	33.376
117.002	31.388	33.428
117.043	30.508	33.347
117.045	31.156	33.405
117.059	29.926	33.374
117.101	31.692	33.333
117.103	30.517	33.156
117.119	31.537	33.095
117.161	31.894	31.249
117.164	32.112	31.028
117.177	30.274	30.874
117.219	30.505	30.912
117.221	30.740	30.961
117.237	31.716	30.985
117.275	30.300	31.020
117.281	31.963	31.016
117.294	30.526	31.028
117.335	30.278	31.071
117.338	31.017	31.079
117.354	32.056	31.126
117.395	30.080	31.150
117.411	30.951	31.098
117.450	29.743	31.082
117.455	30.732	31.112
117.471	32.315	31.166
117.510	30.687	31.125
117.515	32.280	31.099
117.528	30.408	31.175
117.570	31.440	31.136
117.572	31.012	31.086
117.588	31.899	31.083
117.630	31.674	31.093
117.632	32.148	31.088
117.645	30.589	31.149
117.687	31.724	31.121
117.690	31.009	31.193
117.705	31.866	31.183
117.747	29.718	31.131
117.763	31.054	31.097
117.804	32.197	31.068
117.807	30.995	31.054
117.820	29.277	31.000
117.864	30.195	30.977
117.880	31.280	30.963
117.921	31.933	30.915
117.924	31.608	30.967
117.937	30.230	30.996
117.979	31.549	30.909
117.981	30.491	30.880
117.996	31.020	30.869
118.036	29.822	30.894
118.041	31.553	30.933
118.054	30.078	30.862
118.096	30.082	30.835
118.099	30.437	30.913
118.114	31.540	30.985
118.154	30.475	30.953
118.160	33.452	30.865
118.173	31.305	30.845
118.213	29.565	30.834
118.215	30.289	30.812
118.231	31.569	30.895
118.271	30.351	30.890
118.276	32.026	31.008
118.289	30.428	30.987
118.330	30.322	31.060
118.333	31.234	31.113
118.349	31.984	31.180
118.388	30.483	31.164
118.390	29.725	31.243
118.406	31.123	31.139
118.445	29.948	31.165
118.450	31.002	31.237
118.466	32.553	31.336
118.505	30.913	31.322
118.510	32.762	31.331
118.523	31.036	31.297
118.565	31.897	31.363
118.568	31.406	31.416
118.583	32.112	31.372
118.622	31.139	31.351
118.627	32.450	31.341
118.640	30.841	31.388
118.682	31.975	31.335
118.685	31.347	31.370
118.700	32.779	31.414
118.739	31.204	31.334
118.742	30.585	31.389
118.757	31.183	31.301
118.799	32.081	31.306
118.802	31.645	31.260
118.815	30.127	31.277
118.857	31.458	31.336
118.860	30.229	33.164
118.875	30.896	33.530
118.914	29.811	33.588
118.919	30.827	34.215
118.935	32.096	34.395
118.974	30.540	34.338
118.979	32.309	34.317
118.992	30.544	34.360
119.033	31.162	34.334
119.036	30.761	34.214
119.052	31.812	34.148
119.096	33.606	34.203
119.097	76.821	34.156
119.106	41.622	34.200
119.111	32.282	34.140
119.112	47.649	34.123
119.115	35.843	34.097
119.151	31.356	34.175
119.153	30.691	34.248
119.169	31.652	34.365
119.208	30.532	34.374
119.210	29.084	34.351
119.226	29.987	34.342
119.268	31.514	34.362
119.270	30.277	34.258
119.286	31.324	32.447
119.325	29.403	31.959
119.328	29.383	31.897
119.343	30.166	31.298
119.387	34.047	31.101
119.389	32.384	31.050
119.407	35.233	31.038
119.443	30.766	30.976
119.447	30.583	31.010
119.463	30.536	31.034
119.505	32.308	31.097
119.508	31.019	31.143
119.523	31.526	31.173
119.565	29.436	31.212
119.580	30.733	31.269
119.623	32.673	31.366
119.625	30.905	31.418
119.638	30.083	31.357
119.680	30.393	31.264
119.682	30.105	31.081
119.698	31.381	31.145
119.737	29.683	31.157
119.742	31.562	31.262
119.758	32.661	31.174
119.797	31.026	31.130
119.802	32.297	31.071
119.815	30.833	31.147
119.857	31.799	31.199
119.860	31.488	31.156
119.875	32.523	31.128
119.914	30.036	31.187
119.917	30.669	31.168
119.933	32.377	31.225
119.972	30.875	31.165
119.978	33.171	31.234
119.989	30.092	31.165
120.031	29.927	31.037
120.034	30.036	30.992
120.049	31.339	30.947
120.091	32.038	30.981
120.094	31.613	30.967
120.107	30.187	31.007
120.149	31.558	30.927
120.151	29.927	31.036
120.167	31.524	31.043
120.206	29.877	31.023
120.211	31.404	31.041
120.224	29.839	31.014
120.266	29.462	31.066
120.268	29.920	31.178
120.284	31.150	31.220
120.326	31.692	31.241
120.328	31.439	31.221
120.344	32.495	31.263
120.383	30.516	31.285
120.388	32.778	31.210
120.401	30.851	31.242
120.443	31.853	31.247
120.446	31.334	31.291
120.461	32.507	31.209
120.501	31.388	31.199
120.505	32.717	31.252
120.518	31.086	31.226
120.560	31.876	31.215
120.563	31.521	31.120
120.578	32.677	31.067
120.617	30.729	30.955
120.619	29.688	30.955
120.635	30.719	30.819
120.677	31.658	30.817
120.679	30.970	30.823
120.692	29.361	30.740
120.737	29.600	30.633
120.752	30.774	30.605
120.791	29.265	30.480
120.797	30.884	30.497
120.810	29.320	30.415
120.851	30.115	30.340
120.854	29.695	30.255
120.870	30.516	30.295
120.909	29.375	30.287
120.914	30.802	30.284
120.929	32.010	30.265
120.968	29.238	30.280
120.971	29.835	30.305
120.987	30.706	30.331
121.026	29.589	30.345
121.031	31.511	30.359
121.044	29.826	30.373
121.086	29.643	30.490
121.088	30.557	30.455
121.104	31.721	30.455
121.146	29.489	30.455
121.161	30.643	30.530
121.203	31.185	30.521
121.206	31.346	30.508
121.219	29.984	30.558
121.263	30.256	30.641
121.279	31.113	30.628
121.318	29.606	30.702
121.323	31.253	30.663
121.339	32.236	30.725
121.377	29.247	30.713
121.380	29.698	30.719
121.396	30.512	30.722
121.437	31.246	30.759
121.440	30.584	30.798
121.456	31.682	30.756
121.495	30.488	30.793
121.500	31.894	30.817
121.513	30.402	30.874
121.555	31.419	30.840
121.557	30.537	30.928
121.573	31.378	30.919
121.615	29.342	30.943
121.631	30.704	31.021
121.672	31.800	31.048
121.675	30.418	31.047
121.690	31.628	31.094
121.729	30.126	31.150
121.735	32.276	31.179
121.748	30.569	31.158
121.790	31.688	31.053
121.791	30.272	31.035
121.807	31.802	31.020
121.847	31.026	30.985
121.852	32.829	30.982
121.865	31.215	30.993
121.905	30.366	30.937
121.909	30.491	30.865
121.926	32.416	30.923
121.966	31.989	30.868
121.970	32.412	31.069
121.982	29.963	31.065
122.023	29.265	31.066
122.026	29.943	31.058
122.042	31.035	31.093
122.081	29.672	31.022
122.086	31.301	30.618
122.099	29.630	30.256
122.140	29.281	29.956
122.143	30.013	29.433
122.160	31.867	28.673
122.198	30.241	27.757
122.207	35.173	26.666
122.219	32.172	25.556
122.258	30.582	24.549
122.262	31.484	23.582
122.276	31.149	22.568
122.289	30.030	21.525
122.323	20.925	20.531
122.325	23.795	19.469
122.326	23.716	18.477
122.333	17.287	17.508
122.370	11.491	16.510
122.382	9.515	15.424
122.419	4.701	14.403
122.433	4.665	13.185
122.474	4.782	12.086
122.479	5.092	11.053
122.494	4.608	9.983
122.536	4.958	8.929
122.537	4.822	7.931
122.551	4.749	7.299
122.593	4.821	6.578
122.607	5.066	5.877
122.621	5.051	5.401
122.662	4.736	5.121
122.663	4.712	4.951
122.677	4.710	4.972
122.719	4.697	4.958
122.733	4.758	4.939
122.747	4.729	4.945
122.788	4.806	5.066
122.789	5.071	6.020
122.803	5.128	6.422
122.845	5.791	6.436
122.846	6.180	6.487
122.859	5.398	6.468
122.900	4.479	6.480
122.901	5.266	6.461
122.915	5.233	6.446
122.956	4.297	6.433
122.970	4.328	6.427
123.013	5.221	6.405
123.029	7.640	6.389
123.036	28.819	6.377
123.036	14.874	6.378
123.068	5.080	6.352
123.084	6.102	6.305
123.124	4.599	6.247
123.125	5.335	6.224
123.138	4.273	6.239
123.180	4.344	6.260
123.194	4.384	7.938
123.235	4.528	8.011
123.236	4.223	8.051
123.250	4.323	8.033
123.292	4.516	7.907
123.306	5.096	6.997
123.348	4.474	6.603
123.362	4.612	6.628
123.404	4.743	6.580
123.418	4.812	6.585
123.432	4.855	6.579
123.474	5.783	6.606
123.474	47.187	6.614
123.475	6.119	6.619
123.488	5.337	6.615
123.528	4.771	6.629
123.529	4.488	6.645
123.544	6.063	6.658
123.585	5.040	6.641
123.586	5.703	6.654
123.599	4.889	6.646
123.640	4.737	6.649
123.645	5.181	6.659
123.659	4.946	6.666
123.700	4.544	6.625
123.701	4.501	4.942
123.715	4.422	4.893
123.757	4.573	4.911
123.758	4.736	4.931
123.772	4.836	4.986
123.814	4.684	4.937
123.815	4.783	4.923
123.830	4.426	4.878
123.871	4.810	4.885
123.876	5.053	4.911
123.891	5.045	4.913
123.932	4.755	4.910
123.934	5.119	4.932
123.949	4.877	4.951
123.992	5.800	4.959
123.993	5.270	4.955
124.008	5.853	4.954
124.048	4.849	4.949
124.049	4.688	4.980
124.063	4.581	5.004
124.105	5.066	5.007
