time_s	time_ms	time_ms_smooth
41.704	28.530	28.656
41.718	29.021	28.682
41.734	30.272	28.855
41.746	28.390	29.268
41.760	29.375	30.339
41.773	28.154	30.889
41.786	27.635	30.984
41.800	27.653	31.010
41.815	28.875	31.012
41.830	29.099	30.961
41.843	28.772	30.918
41.856	28.134	30.919
41.870	27.888	30.949
41.884	27.659	30.985
41.903	32.810	30.927
41.924	40.070	30.880
41.925	54.932	30.887
41.926	41.690	30.860
41.930	32.185	30.873
41.941	29.648	30.876
41.955	28.917	31.186
41.968	27.845	31.587
41.982	27.789	32.036
41.997	29.317	32.314
42.011	29.062	32.529
42.025	29.422	32.870
42.037	27.590	33.421
42.052	29.081	33.478
42.066	28.580	33.503
42.079	28.688	32.746
42.093	28.479	32.601
42.107	27.703	32.768
42.131	35.417	33.095
42.163	38.904	33.439
42.194	40.310	33.855
42.218	35.721	34.107
42.244	33.510	34.490
42.275	36.419	34.654
42.309	41.437	34.976
42.331	34.236	35.484
42.365	40.689	35.838
42.389	36.012	36.264
42.421	38.057	36.525
42.447	36.376	36.775
42.478	37.825	37.150
42.506	37.514	37.205
42.536	38.247	37.039
42.559	34.074	37.014
42.564	38.900	37.035
42.587	33.158	37.222
42.620	37.464	37.268
42.652	40.310	37.286
42.678	37.930	37.270
42.709	39.221	37.072
42.733	35.208	37.201
42.761	34.723	37.261
42.792	37.095	37.223
42.821	36.780	37.281
42.848	34.767	37.345
42.880	39.686	37.373
42.905	36.229	37.421
42.937	38.193	37.369
42.963	37.561	37.500
42.996	41.891	37.618
43.017	33.851	37.542
43.047	35.732	37.331
43.080	39.231	37.268
43.110	39.558	37.348
43.134	35.421	37.522
43.167	39.284	37.380
43.196	39.101	37.332
43.224	38.962	37.432
43.248	35.269	37.283
43.279	37.609	37.672
43.307	36.413	37.775
43.340	40.422	37.978
43.366	38.416	38.005
43.388	32.648	38.382
43.422	37.658	38.209
43.451	37.208	38.160
43.481	39.061	38.051
43.504	33.543	38.277
43.535	35.592	37.998
43.566	37.267	37.908
43.593	35.957	37.943
43.630	45.956	38.201
43.654	40.776	38.188
43.683	42.613	38.337
43.712	42.580	38.048
43.741	43.275	37.923
43.758	31.398	38.139
43.793	38.008	38.143
43.821	36.834	38.110
43.854	41.077	38.045
43.873	32.299	38.217
43.906	36.871	38.386
43.938	39.814	38.381
43.969	41.726	38.431
43.992	37.277	38.097
44.024	40.147	37.836
44.045	33.198	37.621
44.076	35.289	37.451
44.108	38.040	37.211
44.136	37.759	37.510
44.164	36.399	37.690
44.195	37.441	37.927
44.223	37.827	37.927
44.255	39.823	37.922
44.279	37.134	37.858
44.309	37.224	37.750
44.338	37.603	37.469
44.362	34.232	37.449
44.394	37.250	37.206
44.424	38.332	37.387
44.452	37.265	37.397
44.483	38.890	37.382
44.515	42.499	37.272
44.544	42.751	37.282
44.571	41.086	37.420
44.590	32.167	37.516
44.622	35.274	37.384
44.653	37.127	37.324
44.679	34.687	37.358
44.710	36.777	37.438
44.735	34.082	37.523
44.768	37.727	37.459
44.793	35.533	37.375
44.825	37.649	37.436
44.851	35.013	37.318
44.882	36.647	36.976
44.914	40.905	36.738
44.941	40.225	36.644
44.966	36.515	36.815
44.993	35.642	36.857
45.024	38.068	36.829
45.055	39.596	36.988
45.080	36.367	36.771
45.108	35.640	36.949
45.137	36.250	36.863
45.169	38.780	37.122
45.194	35.931	36.978
45.221	33.964	37.014
45.252	36.791	36.977
45.283	38.753	36.870
45.309	36.434	36.925
45.337	36.315	36.833
45.366	36.442	36.879
45.397	38.646	36.916
45.418	31.349	36.776
45.425	38.543	36.846
45.450	35.585	36.858
45.486	41.989	37.042
45.507	34.056	36.822
45.537	35.908	36.835
45.564	35.724	36.984
45.595	38.231	37.145
45.627	41.616	36.940
45.647	34.200	36.938
45.679	36.802	36.986
45.710	38.976	37.128
45.736	36.120	36.879
45.767	38.098	37.029
45.793	35.943	36.973
45.798	40.858	36.954
45.819	33.272	36.766
45.850	36.248	36.983
45.881	37.700	37.004
45.913	40.816	36.961
45.934	33.623	36.909
45.965	36.387	36.811
45.995	37.518	36.712
46.027	40.000	36.614
46.048	32.423	36.534
46.079	35.085	36.629
46.110	37.137	36.754
46.137	35.117	36.899
46.168	37.303	36.558
46.199	39.481	36.772
46.224	36.421	36.787
46.251	34.644	36.651
46.282	36.934	36.682
46.313	39.164	36.704
46.334	31.733	36.718
46.365	34.337	36.766
46.397	36.976	36.614
46.428	38.518	36.770
46.459	41.202	36.830
46.485	39.586	36.774
46.506	32.322	36.909
46.542	38.622	36.844
46.568	36.625	36.591
46.594	34.298	36.603
46.631	41.593	36.745
46.651	34.164	36.687
46.683	36.755	36.627
46.714	38.711	36.835
46.740	36.187	37.019
46.769	36.330	36.807
46.797	36.583	36.653
46.823	35.745	36.675
46.855	38.488	36.462
46.880	35.685	36.666
46.906	33.151	36.687
46.938	36.715	36.690
46.969	38.189	36.727
46.995	35.491	36.549
47.026	37.675	36.781
47.053	36.915	36.817
47.083	38.950	36.860
47.104	31.687	36.975
47.136	34.659	36.973
47.172	41.756	36.874
47.192	34.247	36.914
47.224	37.422	36.927
47.255	39.146	36.956
47.280	36.705	36.987
47.307	35.223	36.972
47.338	37.137	36.981
47.370	39.963	36.998
47.395	37.667	37.000
47.426	39.780	36.928
47.453	39.075	36.859
47.479	36.270	37.168
47.505	34.116	37.282
47.536	36.732	37.119
47.567	38.810	37.108
47.593	36.431	37.081
47.619	33.907	37.065
47.650	36.351	36.865
47.682	38.409	36.866
47.708	35.919	36.878
47.739	37.715	36.710
47.765	35.115	36.553
47.796	37.233	36.427
47.827	39.401	36.429
47.853	37.513	36.254
47.884	37.677	36.392
47.910	33.983	36.353
47.941	36.756	36.311
47.972	38.726	36.485
47.993	31.726	36.478
48.025	35.229	36.494
48.055	37.457	36.538
48.082	35.751	36.391
48.108	33.732	36.297
48.139	36.635	36.333
48.171	39.128	36.168
48.191	31.903	36.049
48.197	37.563	36.067
48.223	35.748	36.193
48.254	37.779	36.166
48.285	40.779	36.112
48.306	33.731	36.103
48.337	36.748	36.249
48.368	39.511	36.149
48.389	32.228	36.096
48.420	35.375	36.164
48.451	36.008	36.250
48.477	33.122	36.278
48.509	36.426	36.313
48.540	37.965	36.586
48.572	40.805	36.672
48.592	33.327	36.742
48.623	35.397	36.668
48.655	38.512	36.535
48.680	35.355	36.677
48.706	32.741	36.818
48.738	36.134	36.795
48.769	37.460	36.954
48.795	35.873	36.900
48.826	37.331	36.928
48.857	39.993	37.157
48.884	38.749	37.162
48.885	39.706	37.007
48.911	37.496	36.860
48.939	35.927	37.071
48.970	37.457	37.145
48.998	37.274	37.005
49.029	40.273	37.070
49.055	38.943	37.344
49.081	36.204	37.399
49.107	34.012	37.279
49.138	36.718	37.454
49.169	38.838	37.278
49.195	36.568	37.092
49.221	34.083	37.047
49.253	37.136	36.873
49.283	38.607	36.877
49.310	37.242	37.040
49.336	35.011	36.842
49.366	36.973	36.744
49.398	39.599	36.655
49.424	37.501	36.503
49.450	34.456	36.375
49.456	40.243	36.442
49.477	32.948	36.498
49.507	35.340	36.558
49.539	37.626	36.614
49.565	35.340	36.709
49.596	37.596	36.771
49.627	40.006	36.722
49.648	32.519	36.813
49.679	34.823	36.889
49.710	38.044	36.808
49.736	35.143	36.732
49.763	33.005	36.808
49.794	35.675	36.904
49.825	38.127	36.848
49.856	40.330	36.985
49.882	37.989	36.935
49.908	36.449	36.900
49.939	38.673	37.046
49.965	37.385	37.001
49.997	39.536	36.942
50.022	36.887	37.084
50.049	34.955	37.012
50.080	37.704	36.923
50.111	39.395	37.047
50.137	36.862	37.211
50.168	38.842	37.347
50.194	36.373	37.300
50.220	34.092	37.047
50.251	36.748	36.985
50.283	39.002	37.077
50.309	36.462	36.991
50.340	38.537	36.855
50.366	36.050	36.734
50.392	33.046	36.792
50.423	35.800	36.810
50.454	38.258	36.801
50.480	37.093	36.624
50.512	39.085	36.644
50.538	36.940	36.658
50.564	34.021	36.468
50.595	36.435	36.567
50.626	38.753	36.454
50.652	36.505	36.343
50.678	33.982	36.429
50.709	36.512	36.323
50.740	38.360	36.474
50.766	35.386	36.642
50.798	37.484	36.744
50.824	34.968	36.679
50.855	37.365	36.566
50.886	39.187	36.467
50.907	31.635	36.552
50.912	36.549	36.650
50.938	33.947	36.568
50.969	36.203	36.696
51.001	38.612	36.623
51.027	35.900	36.752
51.058	39.831	36.865
51.084	37.249	36.796
51.115	38.333	36.776
51.141	36.630	36.775
51.167	34.290	36.817
51.198	36.590	36.855
51.229	39.063	36.898
51.255	36.490	36.943
51.281	34.377	36.908
51.318	41.943	37.068
51.339	34.677	37.233
51.370	37.226	37.201
51.401	39.321	37.157
51.427	36.656	36.867
51.453	34.867	36.799
51.484	37.470	36.769
51.510	36.021	36.932
51.542	38.320	37.136
51.572	40.248	37.157
51.593	32.764	37.146
51.625	35.675	37.137
51.656	37.934	37.102
51.687	40.332	37.075
51.713	37.811	37.054
51.739	34.797	37.234
51.765	32.580	37.259
51.797	35.555	37.092
51.828	37.585	37.206
51.859	40.715	37.259
51.885	39.377	37.262
51.911	37.110	37.273
51.942	38.803	37.122
51.968	36.268	37.183
51.994	33.507	37.394
52.030	41.247	37.356
52.051	34.171	37.292
52.088	41.721	37.254
52.114	39.932	37.373
52.135	32.496	37.633
52.155	37.702	37.663
52.187	38.806	37.695
52.213	36.087	37.542
52.244	38.592	37.537
52.270	36.477	37.520
52.296	34.296	37.368
52.332	40.947	37.414
52.358	36.996	37.647
52.390	38.728	37.497
52.416	36.848	37.512
52.447	37.777	37.337
52.478	39.071	37.331
52.504	36.319	37.523
52.535	38.382	37.613
52.561	36.890	37.377
52.592	39.250	37.368
52.618	36.690	37.343
52.645	34.988	37.304
52.676	37.438	37.546
52.707	39.336	37.235
52.733	37.490	37.346
52.759	34.542	37.089
52.790	37.352	37.023
52.822	39.778	37.019
52.847	37.298	37.066
52.879	39.947	36.926
52.899	32.903	36.840
52.931	35.860	36.892
52.962	37.980	36.741
52.988	35.505	36.896
52.993	40.327	37.016
53.013	33.183	36.941
53.050	39.762	36.988
53.071	32.317	36.826
53.102	35.184	36.893
53.133	37.686	36.917
53.165	40.250	36.906
53.186	32.817	36.706
53.217	36.221	36.515
53.248	38.197	36.699
53.274	35.479	36.891
53.279	40.559	36.689
53.305	37.994	36.709
53.331	35.550	36.639
53.336	40.528	36.757
53.357	33.443	36.701
53.389	36.216	36.858
53.420	37.952	37.008
53.451	39.502	36.973
53.471	32.291	36.695
53.503	35.172	36.840
53.534	37.510	36.959
53.566	40.652	36.697
53.586	32.921	36.731
53.617	36.012	36.634
53.649	38.574	36.542
53.675	36.133	36.524
53.706	38.353	36.394
53.732	36.248	36.647
53.763	38.932	36.507
53.789	36.812	36.405
53.814	33.307	36.359
53.845	36.447	36.509
53.876	39.187	36.482
53.897	31.655	36.670
53.929	36.322	36.453
53.960	38.128	36.633
53.986	35.709	36.797
54.013	35.087	36.574
54.044	37.290	36.669
54.075	39.754	36.606
54.096	32.727	36.696
54.127	35.402	36.573
54.158	38.349	36.471
54.184	36.053	36.614
54.210	34.489	36.691
54.247	42.215	36.511
54.268	35.225	36.545
54.299	37.425	36.659
54.330	40.109	36.406
54.351	32.999	36.387
54.387	38.511	36.476
54.414	36.757	36.363
54.445	38.514	36.095
54.470	35.855	36.237
54.497	34.262	36.340
54.528	36.891	36.398
54.559	38.360	36.253
54.584	34.690	36.287
54.610	32.502	36.132
54.646	39.171	36.111
54.667	31.803	35.914
54.698	35.224	35.753
54.729	37.331	35.972
54.755	34.454	35.861
54.782	33.058	35.725
54.814	36.268	35.633
54.845	37.987	35.754
54.876	39.806	35.827
54.897	32.423	35.685
54.928	35.329	35.573
54.960	38.348	35.694
54.985	34.704	35.799
55.010	32.493	35.609
55.043	36.091	35.815
55.074	38.473	35.991
55.100	35.725	35.778
55.126	33.364	35.790
55.157	36.205	36.146
55.189	38.890	36.094
55.214	36.096	36.074
55.240	33.324	36.038
55.271	35.568	36.207
55.302	37.724	36.320
55.328	35.121	36.193
55.355	34.427	36.116
55.386	36.938	36.230
55.417	39.637	36.276
55.438	32.009	36.119
55.469	34.750	36.230
55.506	41.949	36.335
55.527	34.959	36.259
55.558	37.504	36.179
55.589	38.906	36.335
55.615	36.645	36.296
55.646	38.154	36.259
55.671	35.165	36.246
55.697	32.795	36.408
55.728	35.333	36.310
55.759	37.242	36.257
55.786	34.556	36.160
55.817	38.497	36.490
55.843	35.969	36.403
55.869	34.321	36.124
55.900	36.886	36.249
55.932	39.993	36.341
55.953	32.345	36.087
55.984	34.656	36.041
56.015	37.394	36.010
56.046	39.173	36.188
56.067	31.982	36.172
56.099	35.613	36.265
56.129	37.204	36.174
56.161	40.251	36.258
56.182	32.585	36.275
56.213	34.970	36.106
56.245	38.091	36.117
56.275	39.798	36.109
56.297	32.551	36.075
56.328	35.505	36.053
56.359	37.366	36.032
56.390	39.626	35.998
56.411	32.381	36.002
56.416	37.667	35.999
56.442	34.962	35.955
56.472	36.670	35.924
56.503	38.912	35.675
56.524	31.741	35.832
56.555	34.608	35.990
56.587	36.692	35.728
56.618	39.143	35.496
56.639	31.791	35.670
56.670	34.135	35.614
56.701	36.545	35.394
56.732	39.258	35.187
56.753	31.909	35.362
56.784	34.516	35.411
56.816	36.415	35.288
56.842	34.030	35.202
56.873	36.519	35.120
56.904	38.913	35.435
56.925	31.545	35.334
56.956	34.012	35.258
56.987	36.878	35.171
57.013	34.109	35.275
57.039	31.874	35.215
57.070	34.460	35.172
57.102	36.736	35.073
57.133	38.899	35.169
57.154	31.901	35.279
57.185	34.504	35.236
57.216	36.862	35.261
57.248	39.624	35.484
57.268	32.089	35.340
57.299	34.781	35.591
57.331	36.967	35.838
57.357	34.398	35.679
57.383	32.628	35.763
57.414	35.482	35.998
57.445	36.766	36.037
57.471	34.318	35.938
57.502	37.266	35.862
57.528	35.332	36.175
57.555	34.664	36.115
57.592	42.099	36.085
57.613	35.303	36.036
57.644	37.830	36.159
57.675	40.192	36.271
57.696	32.889	36.206
57.727	36.199	36.164
57.757	37.758	36.315
57.783	35.447	36.448
57.810	34.241	36.252
57.841	37.003	36.284
57.873	39.727	36.284
57.894	33.011	36.263
57.925	36.119	36.189
57.956	38.398	35.936
57.981	35.158	36.069
58.012	37.582	35.808
58.038	35.343	35.591
58.064	33.344	35.742
58.095	36.403	35.660
58.127	38.810	35.510
58.148	31.862	35.532
58.179	35.125	35.687
58.210	37.262	35.649
58.236	34.797	35.415
58.262	32.825	35.557
58.293	35.766	35.463
58.324	38.625	35.208
58.345	31.302	35.238
58.377	34.785	35.221
58.407	36.647	35.206
58.433	34.160	35.411
58.461	34.012	35.404
58.491	35.984	35.213
58.522	38.130	35.407
58.548	36.044	35.450
58.574	33.890	35.514
58.605	36.556	35.576
58.631	33.777	35.639
58.657	32.018	35.649
58.689	35.903	35.648
58.720	37.155	35.662
58.746	34.960	35.652
58.778	38.480	35.671
58.804	36.225	35.689
58.830	34.041	35.918
58.861	36.707	35.791
58.887	36.210	35.695
58.918	38.842	35.798
58.944	36.355	35.701
58.970	34.392	35.629
59.000	36.029	35.758
59.032	38.603	35.858
59.053	31.635	35.756
59.084	34.542	35.714
59.115	37.120	35.855
59.141	34.612	35.790
59.146	39.735	35.923
59.167	32.811	35.871
59.198	35.732	35.828
59.230	38.628	35.899
59.250	31.463	35.766
59.281	34.755	35.670
59.313	36.988	35.756
59.339	34.534	35.889
59.365	33.344	35.633
59.396	36.115	35.772
59.427	38.472	35.904
59.453	36.862	35.650
59.484	39.543	35.618
59.505	32.750	35.482
59.536	35.637	35.716
59.568	37.973	35.564
59.594	35.517	35.433
59.620	33.946	35.688
59.651	36.566	35.731
59.682	39.331	35.614
59.703	32.213	35.690
59.734	35.119	35.716
59.765	37.822	35.832
59.786	30.770	35.575
59.817	33.828	35.549
59.848	36.328	35.582
59.880	38.652	35.727
59.900	31.956	35.803
59.932	35.329	35.699
59.963	37.841	35.765
59.989	35.833	36.026
60.015	34.059	36.196
60.046	36.448	36.133
60.072	33.996	36.452
60.077	39.003	36.353
60.098	32.044	36.240
60.130	36.212	36.507
60.162	40.389	36.571
60.182	36.354	36.465
60.214	37.540	36.358
60.240	35.371	36.625
60.270	37.185	36.471
60.302	40.467	36.352
60.333	40.820	36.397
60.359	37.757	36.423
60.391	40.169	36.285
60.411	32.652	36.360
60.441	35.000	36.334
60.473	37.431	36.493
60.499	35.431	36.400
60.525	33.684	36.242
60.556	35.977	36.362
60.587	38.639	36.151
60.608	31.485	36.148
60.639	34.854	36.175
60.670	36.948	35.982
60.697	34.711	35.705
60.723	32.995	35.655
60.754	35.889	35.619
60.785	38.352	35.604
60.811	36.013	35.617
60.837	33.884	35.639
60.868	36.430	35.450
60.899	39.373	35.469
60.920	32.267	35.491
60.951	35.296	35.503
60.983	37.855	35.522
61.009	35.634	35.528
61.035	33.891	35.545
61.066	36.506	35.562
61.097	39.287	35.564
61.118	32.274	35.566
61.149	35.313	35.580
61.180	37.975	35.403
61.201	30.726	35.444
61.232	34.146	35.461
61.264	36.529	35.265
61.295	38.941	35.306
61.315	31.958	35.327
61.347	35.009	35.330
61.378	37.372	35.339
61.404	35.137	35.331
61.430	33.047	35.344
61.461	35.940	35.136
61.492	38.689	35.146
61.513	31.596	35.141
61.545	34.908	35.127
61.576	36.851	35.313
61.602	34.477	35.273
61.628	33.294	35.255
61.659	35.813	35.234
61.690	37.927	35.211
61.716	35.871	35.193
61.742	33.680	35.172
61.773	36.850	35.145
61.799	34.087	35.135
61.825	32.514	35.186
61.856	35.179	34.751
61.888	37.625	34.755
61.914	35.391	34.636
61.940	33.152	34.383
61.971	36.062	34.256
62.002	38.424	34.174
62.023	31.373	34.039
62.054	34.577	33.715
62.085	36.845	33.492
62.112	34.464	33.404
62.138	32.797	33.133
62.170	37.209	33.040
62.176	27.808	33.052
62.220	31.697	32.855
62.225	31.930	32.574
62.238	30.540	32.415
62.279	31.283	32.307
62.282	31.252	32.144
62.298	32.436	31.924
62.337	29.829	31.887
62.339	30.297	31.749
62.355	31.490	31.547
62.394	30.062	31.391
62.399	31.755	31.354
62.415	32.828	31.078
62.454	30.255	31.221
62.457	30.600	31.173
62.472	31.413	31.166
62.512	30.448	31.239
62.517	31.985	31.272
62.532	32.929	31.244
62.572	30.458	31.222
62.574	31.108	31.257
62.590	31.791	31.320
62.629	30.577	31.317
62.634	31.874	31.386
62.647	30.308	31.326
62.689	31.374	31.250
62.691	30.491	31.345
62.707	31.762	31.320
62.749	32.378	31.261
62.751	32.088	31.262
62.764	30.564	31.238
62.806	31.895	31.119
62.808	30.693	31.145
62.824	31.862	31.182
62.866	31.435	31.198
62.868	31.791	31.197
62.881	30.242	31.130
62.923	30.931	31.184
62.928	32.618	31.143
62.941	29.996	31.142
62.983	29.918	31.114
62.986	30.480	31.008
63.001	31.386	30.907
63.043	29.945	30.923
63.059	31.114	30.931
63.100	32.041	30.926
63.103	32.182	30.929
63.116	30.553	30.899
63.157	30.204	30.948
63.160	31.654	30.987
63.173	30.360	31.026
63.215	30.460	31.036
63.217	31.064	31.083
63.230	29.720	31.089
63.272	29.562	31.137
63.274	30.973	31.084
63.290	32.095	31.142
63.332	30.572	31.159
63.348	31.924	31.184
63.387	30.690	31.158
63.395	33.028	31.137
63.408	31.205	31.180
63.449	31.903	31.105
63.455	32.864	31.093
63.467	31.177	31.142
63.509	30.058	31.109
63.525	31.686	31.151
63.566	30.056	31.245
63.582	31.395	31.246
63.624	31.554	31.149
63.626	32.668	31.174
63.640	31.531	31.088
63.681	30.014	31.079
63.697	31.283	31.006
63.736	29.780	31.068
63.738	30.066	30.997
63.754	31.674	30.954
63.793	30.237	30.941
63.796	30.783	30.932
63.811	31.911	30.919
63.853	30.984	30.917
63.866	29.685	30.865
63.910	31.200	30.873
63.923	29.768	30.778
63.965	30.474	30.769
63.967	31.187	30.837
63.983	32.753	30.806
64.022	30.149	30.841
64.025	31.782	30.909
64.038	30.859	30.861
64.079	29.830	30.826
64.082	31.364	30.766
64.094	29.990	30.718
64.136	30.092	30.662
64.139	31.765	30.723
64.152	30.278	30.679
64.193	31.327	30.735
64.196	31.695	30.779
64.209	30.513	30.827
64.251	30.665	30.754
64.253	31.758	30.733
64.266	30.470	30.711
64.306	29.377	30.726
64.308	29.277	30.827
64.324	30.712	30.803
64.366	29.581	30.848
64.382	31.219	30.937
64.423	30.079	30.914
64.439	31.188	30.905
64.481	31.573	30.898
64.483	32.386	30.899
64.496	30.933	30.941
64.538	29.602	30.965
64.554	31.231	30.888
64.595	31.244	30.939
64.598	32.368	31.017
64.611	30.748	31.109
64.652	31.120	31.197
64.655	32.319	31.234
64.668	31.179	31.286
64.710	30.067	31.345
64.725	31.143	31.392
64.767	31.727	31.370
64.773	31.563	31.330
64.788	31.253	31.332
64.827	29.849	31.805
64.835	31.739	32.067
64.850	31.327	32.812
64.892	31.577	33.375
64.898	32.914	33.528
64.910	30.493	33.453
64.953	32.532	33.409
64.958	31.559	33.419
64.974	32.362	33.416
65.014	31.019	33.365
65.020	31.371	33.314
65.035	30.992	33.314
65.087	41.433	33.290
65.088	37.787	33.368
65.095	49.866	33.315
65.097	46.444	33.239
65.101	34.558	33.205
65.137	29.258	33.149
65.144	31.205	33.170
65.160	31.431	33.096
65.199	29.988	33.085
65.204	29.868	33.026
65.220	30.460	33.066
65.262	31.573	33.064
65.264	30.642	33.093
65.280	31.798	32.645
65.319	30.420	32.390
65.321	29.427	31.645
65.337	30.737	31.040
65.379	31.498	30.903
65.381	31.013	31.007
65.395	30.702	30.950
65.436	31.281	30.898
65.440	30.890	30.940
65.455	32.016	31.039
65.496	31.302	31.030
65.499	31.731	31.035
65.512	30.218	31.020
65.554	31.424	30.953
65.557	31.247	30.960
65.572	31.312	31.042
65.612	31.127	31.025
65.616	31.862	31.054
65.629	29.787	31.041
65.671	30.138	31.066
65.674	31.022	31.060
65.690	32.341	31.008
65.728	30.253	30.907
65.733	31.686	30.849
65.746	30.265	30.821
65.788	30.120	30.809
65.791	30.597	30.808
65.806	31.486	30.767
65.845	30.296	30.707
65.851	32.244	30.687
65.864	30.670	30.664
65.906	31.337	30.642
65.908	31.135	30.666
65.921	29.594	30.706
65.963	29.473	30.642
65.965	29.866	30.708
65.981	31.032	30.645
66.020	29.913	30.728
66.025	31.406	30.748
66.038	30.202	30.789
66.080	29.835	30.751
66.083	30.618	30.801
66.098	31.277	30.728
66.139	29.249	30.807
66.155	30.727	30.783
66.197	32.040	30.796
66.200	30.722	30.860
66.215	31.916	30.886
66.254	30.106	30.889
66.260	32.327	30.868
66.273	30.621	30.923
66.314	31.631	30.877
66.316	30.543	30.944
66.332	31.542	30.960
66.372	30.425	30.953
66.377	32.629	31.021
66.390	30.758	31.105
66.432	31.437	31.160
66.434	31.208	31.140
66.447	30.124	31.208
66.489	29.948	31.185
66.492	30.490	31.212
66.507	31.288	31.179
66.546	30.260	31.245
66.552	31.889	31.247
66.565	30.233	31.221
66.607	30.428	31.207
66.611	32.981	31.196
66.625	31.351	31.130
66.666	32.115	31.097
66.669	31.527	31.097
66.684	32.424	31.060
66.723	31.334	31.117
66.726	30.796	31.160
66.742	31.497	31.201
66.783	32.260	31.205
66.786	31.686	31.293
66.799	29.894	31.251
66.840	31.187	31.325
66.843	30.154	31.353
66.859	30.989	31.308
66.898	29.922	31.246
66.903	31.428	31.192
66.916	30.299	31.221
66.958	31.552	31.161
66.961	31.016	31.191
66.976	31.521	31.182
67.018	31.375	31.218
67.021	32.474	31.156
67.033	30.832	31.145
67.075	32.078	31.199
67.078	31.133	31.245
67.093	31.848	31.258
67.135	29.810	31.317
67.151	30.758	31.346
67.192	32.258	31.346
67.195	30.917	31.363
67.211	32.085	31.395
67.250	30.585	31.387
67.255	32.398	31.419
67.268	30.694	31.393
67.310	31.412	31.359
67.312	31.250	31.384
67.328	32.331	31.395
67.367	30.482	31.390
67.372	32.468	31.324
67.385	30.652	31.379
67.427	31.433	31.432
67.429	30.720	31.398
67.445	32.344	31.459
67.484	30.814	31.387
67.489	32.336	31.367
67.502	30.725	31.319
67.544	31.603	31.386
67.547	31.463	31.382
67.562	32.368	31.327
67.601	30.995	31.234
67.604	30.199	31.260
67.620	31.197	31.150
67.661	32.062	31.158
67.664	31.419	31.186
67.680	32.436	31.181
67.718	30.283	31.198
67.721	30.099	31.199
67.737	31.189	31.173
67.779	32.358	31.186
67.781	31.335	31.206
67.794	29.868	31.190
67.838	30.007	31.186
67.854	31.118	31.174
67.893	29.720	31.248
67.898	30.852	31.253
67.914	32.135	31.251
67.953	30.608	31.195
67.958	32.751	31.128
67.971	30.851	31.202
68.013	31.679	31.239
68.015	31.052	31.267
68.031	32.109	31.184
68.070	31.056	31.213
68.075	32.265	31.339
68.088	30.691	31.394
68.130	32.055	31.360
68.133	31.320	31.436
68.148	32.007	31.502
68.190	30.034	31.496
68.205	30.756	31.483
68.247	32.129	31.433
68.250	31.024	31.420
68.266	31.884	31.420
68.304	30.289	31.412
68.310	32.073	31.388
68.326	33.009	31.340
68.365	31.380	31.325
68.367	30.261	31.315
68.383	31.626	31.282
68.425	32.504	31.293
68.427	31.980	31.292
68.440	30.281	31.299
68.482	31.521	31.357
68.484	30.518	31.296
68.500	31.673	31.322
68.541	30.844	31.245
68.544	31.508	31.322
68.557	29.875	31.255
68.599	31.873	31.142
68.601	30.440	31.107
68.616	31.240	31.167
68.659	31.601	31.118
68.661	31.982	31.101
68.674	30.206	31.049
68.716	32.195	31.092
68.719	30.605	31.060
68.734	31.690	31.119
68.773	29.962	31.079
68.779	32.203	31.134
68.792	30.396	31.104
68.833	30.195	31.174
68.836	30.508	31.133
68.852	31.746	31.197
68.891	30.411	31.181
68.896	32.066	31.209
68.909	30.682	31.159
68.951	31.368	31.224
68.953	30.708	31.183
68.969	32.006	31.253
69.008	30.670	31.231
69.013	32.224	31.344
69.026	30.749	31.310
69.068	31.619	31.386
69.070	30.852	31.450
69.086	32.041	31.537
69.125	30.844	31.521
69.130	32.293	31.508
69.143	30.737	31.477
69.185	31.832	31.541
69.188	31.171	31.546
69.203	32.340	31.504
69.242	31.140	31.444
69.247	32.807	31.407
69.261	31.337	31.375
69.302	32.303	31.349
69.305	31.800	31.332
69.320	32.685	31.403
69.360	31.345	31.314
69.362	30.085	31.294
69.378	31.280	31.247
69.419	32.299	31.295
69.422	31.489	31.271
69.435	29.657	31.321
69.477	30.509	31.239
69.479	29.740	31.269
69.495	31.423	31.183
69.534	30.099	31.210
69.539	31.187	31.190
69.555	32.620	31.230
69.594	29.835	31.142
69.597	30.343	31.115
69.612	31.111	31.171
69.654	31.943	31.138
69.656	31.221	31.125
69.672	32.432	31.185
69.710	30.276	31.259
69.716	31.896	31.271
69.729	30.662	31.433
69.771	32.019	31.479
69.774	31.801	31.605
69.789	32.799	31.591
69.829	30.484	31.525
69.831	30.676	31.532
69.846	31.477	31.569
69.886	30.449	31.556
69.891	31.980	31.531
69.907	32.996	31.470
69.946	31.491	31.420
69.948	30.824	31.452
69.966	33.769	31.418
70.005	32.574	31.361
70.009	33.265	31.318
70.021	30.822	31.306
70.062	30.970	31.205
70.065	30.009	31.233
70.081	31.282	31.195
70.122	30.788	31.204
70.124	31.318	31.318
70.137	29.701	31.309
70.179	31.172	31.220
70.183	31.076	31.245
70.197	31.054	31.265
70.240	29.227	31.238
70.256	30.952	31.181
70.297	31.504	31.116
70.299	30.256	31.139
70.315	31.193	31.218
70.354	29.725	31.246
70.360	31.711	31.284
70.376	33.301	31.267
70.415	31.753	31.287
70.417	30.751	31.330
70.433	32.133	31.368
70.473	31.314	31.391
70.478	33.101	31.447
70.490	31.156	31.494
70.532	31.625	31.506
70.534	31.398	31.456
70.550	32.960	31.496
