1761671487437003	26426
1761671487455022	29096
1761671487475403	36012
1761671487495095	40465
1761671487509182	39024
1761671487524429	39906
1761671487536864	37623
1761671487553946	40415
1761671487567755	40622
1761671487577438	36691
1761671487592614	38521
1761671487605344	37522
1761671487621074	39915
1761671487629100	34106
1761671487644618	36111
1761671487656497	33890
1761671487676278	39000
1761671487687707	36593
1761671487697279	31879
1761671487718151	38346
1761671487731937	38500
1761671487744578	36634
1761671487759979	38280
1761671487775239	40039
1761671487786307	37518
1761671487796593	33878
1761671487817274	39689
1761671487827819	36674
1761671487839030	33750
1761671487859339	39757
1761671487872501	39344
1761671487883851	36351
1761671487899844	37940
1761671487909472	34112
1761671487925362	35843
1761671487940691	37212
1761671487952682	35547
1761671487968327	36832
1761671487984558	38961
1761671487993787	34476
1761671488009346	35497
1761671488024297	36412
1761671488034854	33077
1761671488056296	39777
1761671488067014	37037
1761671488076330	32438
1761671488098890	40451
1761671488109313	37258
1761671488120540	34240
1761671488139950	39167
1761671488151405	37070
1761671488166353	37727
1761671488180858	37839
1761671488192288	35647
1761671488207547	36299
1761671488222851	37856
1761671488234416	35776
1761671488249945	36835
1761671488264140	37166
1761671488274241	33531
1761671488295892	40440
1761671488305836	36737
1761671488317721	34728
1761671488337522	39711
1761671488347287	35882
1761671488357524	32159
1761671488378220	38508
1761671488388484	35296
1761671488399868	32431
1761671488419857	38077
1761671488430675	35314
1761671488445655	36021
1761671488460905	36958
1761671488472051	34413
1761671488488131	35866
1761671488503365	37273
1761671488513836	33911
1761671488529240	34568
1761671488544210	35857
1761671488554774	32416
1761671488575010	38085
1761671488586984	36387
1761671488604158	38671
1761671488619387	39221
1761671488634652	40642
1761671488649832	41521
1761671488660065	37713
1761671488671971	35658
1761671488685927	34806
1761671488703456	38662
1761671488710751	31900
1761671488733341	39874
1761671488742315	35214
1761671488754478	33074
1761671488774777	38649
1761671488784221	34278
1761671488800703	36098
1761671488816320	37989
1761671488825579	33357
1761671488843088	36162
1761671488857969	37472
1761671488870758	36239
1761671488888948	39705
1761671488898102	35068
1761671488908510	31307
1761671488931250	39347
1761671488940024	34489
1761671488955749	35702
1761671488971832	38000
1761671488983988	36509
1761671488998681	36629
1761671489014018	38036
1761671489023834	33977
1761671489045688	41069
1761671489055354	36991
1761671489065655	33258
1761671489086237	38956
1761671489098284	37403
1761671489108057	33069
1761671489129363	40260
1761671489138967	36285
1761671489150433	33326
1761671489170044	38729
1761671489180771	35648
1761671489196544	36876
1761671489210637	36845
1761671489220605	32941
1761671489242799	40339
1761671489253672	37648
1761671489264405	34242
1761671489284250	39201
1761671489295291	36669
1761671489304493	31527
1761671489325639	38427
1761671489336727	35030
1761671489356314	39111
1761671489372145	39972
1761671489383337	36802
1761671489393351	32455
1761671489414454	38789
1761671489424525	35332
1761671489439828	36022
1761671489454459	36497
1761671489466074	34331
1761671489486795	40318
1761671489514585	39460
1761671489538003	34109
1761671489563631	31470
1761671489597271	36480
1761671489628433	38191
1761671489657718	37535
1761671489683305	34488
1761671489715062	36898
1761671489746890	38908
1761671489767807	31557
1761671489797956	33268
1761671489830641	36794
1761671489861667	38375
1761671489895954	42393
1761671489917334	35228
1761671489949413	37982
1761671489976841	36736
1761671490001865	33440
1761671490032078	35264
1761671490064681	38468
1761671490090885	35982
1761671490117188	34430
1761671490147367	35841
1761671490178944	38389
1761671490205293	35921
1761671490210512	41060
1761671490235469	37350
1761671490266802	40574
1761671490287204	32421
1761671490320120	36641
1761671490349751	37306
1761671490377615	36370
1761671490402856	33880
1761671490432591	34877
1761671490464663	37501
1761671490496869	41097
1761671490516854	33103
1761671490548153	35645
1761671490579404	37930
1761671490605048	34817
1761671490632009	34001
1761671490663181	36508
1761671490694297	38651
1761671490720612	36337
1761671490745008	32722
1761671490776076	35313
1761671490808626	38561
1761671490833114	34402
1761671490865106	38220
1761671490898133	42817
1761671490921745	37583
1761671490947734	35069
1761671490980699	38849
1761671491006626	37187
1761671491036452	37791
1761671491062298	35266
1761671491089556	34660
1761671491120299	36587
1761671491152044	39253
1761671491177673	36761
1761671491203664	34211
1761671491235383	37207
1761671491266619	39585
1761671491286772	31432
1761671491317365	33778
1761671491348434	35856
1761671491381114	39325
1761671491406414	36179
1761671491431516	33027
1761671491462726	35505
1761671491493897	37601
1761671491520244	36332
1761671491551652	38833
1761671491573398	32189
1761671491609219	39915
1761671491632090	34978
1761671491667904	42088
1761671491688801	34941
1761671491718613	36205
1761671491750329	39011
1761671491775233	36319
1761671491806945	39188
1761671491829317	33203
1761671491861761	37202
1761671491894253	40831
1761671491920458	37905
1761671491947147	36469
1761671491974602	35185
1761671492005118	36925
1761671492036800	39441
1761671492062308	36622
1761671492088932	35178
1761671492126096	43327
1761671492144916	34123
1761671492175608	35904
1761671492208881	40049
1761671492232922	35779
1761671492258930	33117
1761671492291177	36677
1761671492321508	38193
1761671492348058	36226
1761671492374773	34659
1761671492406253	37440
1761671492435885	38061
1761671492462725	36568
1761671492489785	35198
1761671492519030	35881
1761671492552154	40468
1761671492577239	37347
1761671492603365	34883
1761671492633861	36386
1761671492666345	39506
1761671492691855	36743
1761671492722343	39661
1761671492743684	33008
1761671492775168	35834
1761671492804932	36852
1761671492831122	35854
1761671492868943	44271
1761671492889928	36689
1761671492919263	36556
1761671492952104	39512
1761671492978199	36969
1761671493003297	33816
1761671493034492	36472
1761671493061151	36236
1761671493092937	39507
1761671493114303	32905
1761671493118063	36584
1761671493144220	34872
1761671493176242	38231
1761671493206415	39663
1761671493228677	34308
1761671493258895	36394
1761671493290487	39162
1761671493315745	36242
1761671493342461	34890
1761671493372833	37063
1761671493404696	40123
1761671493427159	34715
1761671493457465	36864
1761671493486664	36984
